ORG,DEST,DIST
ATL,PWM,1027
ATL,RDU,356
ATL,RSW,515
ATL,SAV,214
ATL,SDF,321
ATL,SEA,2182
ATL,SFO,2139
ATL,SGF,563
ATL,SHV,551
ATL,STL,484
ATL,STX,1638
ATL,SYR,794
ATL,TLH,223
ATL,TRI,227
ATL,TUL,674
ATL,TYS,152
ATL,VPS,250
ATL,AVP,714
ATL,BOS,946
ATL,BUF,712
ATL,CMH,447
ATL,DAY,432
ATL,ELP,1282
ATL,FSD,954
ATL,LAX,1947
ATL,LGA,762
ATL,MLB,442
ATL,MSP,907
ATL,MSY,425
ATL,ORF,516
ATL,PDX,2172
ATL,PNS,271
ATL,RIC,481
ATL,ROA,357
ATL,SJC,2116
ATL,SLC,1590
ATL,SRQ,444
ATL,TPA,406
ATL,ADW,553
ATL,DFW,731
ATL,GRB,774
ATL,HPN,780
ATL,PHF,508
ATL,ATL,0
ATL,ROC,749
ATL,SMF,2092
ATL,BTV,961
ATL,FLL,581
ATL,SAN,1892
ATL,PBI,545
ATL,SAT,874
ATL,AHN,67
ATL,AUS,813
ATL,COS,1184
ATL,DAB,366
ATL,LAS,1747
ATL,PHX,1587
ATL,SBN,566
ATL,SNA,1919
ATL,TUS,1541
ATL,BUR,1941
ATL,LUK,377
ATL,IGM,1683
ATL,MBS,683
ATL,AZO,596
ATL,CID,694
ATL,BIS,1247
ATL,AEX,500
ATL,DHN,170
ATL,LNK,841
ATL,CKB,455
ATL,CSG,83
ATL,MCN,79
ATL,ABY,145
ATL,GRK,803
ATL,LAN,631
ATL,AMA,992
ATL,TVC,769
ATL,BMI,533
ATL,PIB,323
ATL,CRP,876
ATL,MLI,633
ATL,PIA,565
ATL,BGM,749
ATL,GTF,1696
ATL,GYY,574
ATL,ROW,1160
ATL,FWA,508
ATL,CRW,363
ATL,EYW,646
ATL,FAR,1123
ATL,PUB,1167
ATL,GJT,1391
ATL,ELM,717
ATL,EWN,433
ATL,MLU,448
ATL,BGR,1134
ATL,VLD,208
ATL,CLL,730
ATL,YIP,595
ATL,LAF,487
ATL,ACY,679
ATL,IFP,1718
ATL,YNG,565
ATL,RST,831
ATL,MGM,147
ATL,BZN,1640
ATL,ONT,1900
ATL,MAF,1040
ATL,SJU,1547
ATL,BED,939
ATL,RAP,1230
ATL,FSM,579
ATL,SCE,615
ATL,CYS,1232
ATL,LSE,796
ATL,BFF,1190
ATL,MSO,1800
ATL,MKC,681
ATL,PIE,408
ATL,ABI,889
ATL,STT,1599
ATL,TCL,186
ATL,AFW,747
ATL,ERI,627
ATL,EGE,1312
ATL,BKL,564
ATL,COU,563
ATL,TWF,1738
ATL,OAK,2130
ATL,HNL,4502
ATL,SFB,384
ATL,ANC,3417
ATL,JAC,1572
ATL,FCA,1842
ATL,FAI,3372
ATL,TTN,701
ATL,BQK,238
ATL,GLH,378
ATL,FHU,1514
ATL,STP,905
ATL,LCH,571
ATL,FYV,577
ATL,TXK,552
ATL,ILG,643
ATL,MEI,267
ATL,MFE,974
ATL,ISP,795
ATL,DLH,998
ATL,BRO,944
ATL,LRD,988
ATL,HRL,942
ATL,PSP,1840
ATL,AZA,1568
ATL,GGG,603
ATL,SWF,783
ATL,BWG,256
ATL,FTW,751
ATL,GEG,1969
ATL,MHK,780
ATL,TUP,253
ATL,BOI,1838
ATL,BIL,1525
ATL,FOE,726
ATL,HTS,343
ATL,RFD,643
ATL,MSL,198
ATL,BMG,399
ATL,BQN,1493
ATL,GCK,961
ATL,ACT,759
ATL,PSM,983
ATL,INT,294
ATL,WRI,700
ATL,PSC,2016
ATL,CMI,490
ATL,PLN,824
ATL,STC,968
ATL,SPS,809
ATL,RNO,1993
ATL,ANB,83
ATL,BAF,867
ATL,HOT,500
ATL,SPI,517
ATL,AOH,488
ATL,FLO,273
ATL,EUG,2189
ATL,IDA,1634
ATL,LYH,389
ATL,TOL,549
ATL,BPT,619
ATL,PFN,247
ATL,SMX,2052
ATL,CGI,381
ATL,PIH,1650
ATL,LBB,1001
ATL,ARA,504
ATL,LGB,1933
ATL,CWF,564
BHB,BED,201
BHB,ACK,237
BHB,BOS,196
BHB,HPN,358
BHB,LGA,378
BHB,BGR,34
BHB,MVY,240
BHB,PQI,155
BHB,HVN,318
BHB,EWB,232
BHB,PBG,252
BHB,BDR,332
BHB,ALB,297
BHB,PVD,244
BHB,STP,1212
BHB,AUG,72
ANV,GAL,176
ANV,HCR,34
ANV,BET,140
ANV,MCG,147
ANV,KSM,108
ANV,ANI,77
ANV,KLG,77
ANV,FAI,406
ANV,KAL,124
ANV,OME,207
ANV,ANC,348
ANV,ANV,0
TVL,BUR,336
TVL,AUS,1402
TVL,SAN,453
TVL,BLD,348
TVL,FAT,147
MEI,BRO,686
MEI,DFW,485
MEI,JAN,77
MEI,SHV,297
MEI,ATL,267
MEI,PIB,69
MEI,MCN,299
MEI,OKC,551
MEI,GLH,152
MEI,MOB,117
MEI,ABI,639
MEI,GPT,134
MEI,TYS,363
MEI,BTR,189
MEI,PIT,735
MEI,SFB,510
MEI,CSG,223
MEI,ILM,641
BKL,ACK,604
BKL,LEX,286
BKL,GRB,385
BKL,LAN,173
BKL,MDW,315
BKL,CLE,12
BKL,BOS,553
BKL,MIA,1087
BKL,PIT,104
BKL,CVG,232
BKL,ORD,323
BKL,BED,539
BKL,MSP,627
BKL,DTW,99
BKL,MKE,334
BKL,TPA,935
BKL,IND,272
BKL,BNA,459
BKL,ATL,564
BKL,STL,498
BKL,BWI,310
BKL,BUR,2051
BKL,RST,574
BKL,BMG,308
BKL,MIE,213
BKL,CHO,290
BKL,PHL,357
BKL,DFW,1032
BKL,SNA,2042
BKL,CMH,123
BKL,MVY,574
BKL,ROA,303
BKL,LGA,410
BKL,CRW,217
BKL,MKC,701
BKL,HPN,416
BKL,EWR,396
BKL,DEN,1209
BKL,PHX,1747
BKL,PIE,940
BKL,DCA,307
BKL,PVD,531
BKL,AHN,530
BKL,DLH,638
BKL,IAD,285
BKL,DAL,1026
BKL,SEA,2026
BKL,FLL,1068
BKL,SLK,427
BKL,CLT,437
BKL,JFK,417
GJT,SNA,641
GJT,LAX,655
GJT,SLC,216
GJT,HOU,998
GJT,TUS,502
GJT,AUS,871
GJT,DFW,773
GJT,COS,207
GJT,AMA,463
GJT,SPS,660
GJT,ABI,678
GJT,OKC,654
GJT,PSP,575
GJT,PHX,438
GJT,DEN,212
GJT,ATL,1391
GJT,ORD,1100
GJT,SFO,758
GJT,IAH,979
GJT,BTR,1149
GJT,AZA,437
GJT,IFP,431
GJT,MSP,881
GJT,MEM,1061
GJT,RNO,603
GJT,LAS,420
GJT,BUR,642
GJT,SAT,875
GJT,ABQ,301
GJT,CLL,906
GJT,BFL,633
GJT,EGE,93
GJT,CID,904
GJT,RKS,173
GJT,CVG,1279
GJT,ACT,820
GJT,MAF,610
GJT,JFK,1838
GJT,FSD,685
GJT,MSO,607
GJT,FAT,632
GJT,OAK,749
GJT,CLE,1413
GJT,ELP,519
GJT,BWI,1702
GJT,RIC,1691
GJT,IND,1187
GJT,FLG,325
GJT,GGG,902
GJT,FSM,821
GJT,ICT,610
GJT,CPR,283
DEN,SLC,391
DEN,DAL,651
DEN,MSP,680
DEN,MSY,1062
DEN,OAK,957
DEN,PDX,991
DEN,PHL,1558
DEN,PHX,602
DEN,ATL,1199
DEN,CLT,1337
DEN,IAD,1452
DEN,LAX,862
DEN,MDW,895
DEN,MEM,872
DEN,PIT,1290
DEN,RDU,1436
DEN,SMF,909
DEN,BNA,1014
DEN,JFK,1626
DEN,DEN,0
DEN,DTW,1123
DEN,HOU,883
DEN,OKC,495
DEN,SFO,967
DEN,PRC,557
DEN,WRL,330
DEN,ATY,519
DEN,IGM,599
DEN,LAS,628
DEN,HON,455
DEN,IFP,632
DEN,COS,73
DEN,MCI,533
DEN,EAR,305
DEN,LBF,228
DEN,CVG,1069
DEN,ICT,420
DEN,ORD,888
DEN,BIS,516
DEN,MLI,752
DEN,BIL,455
DEN,DSM,589
DEN,GRR,1015
DEN,AMA,359
DEN,CYS,90
DEN,DFW,641
DEN,FSD,483
DEN,STL,770
DEN,TUL,541
DEN,LEX,1086
DEN,CMH,1154
DEN,LFT,978
DEN,LNK,423
DEN,TYS,1162
DEN,MSN,826
DEN,SGF,637
DEN,SPI,796
DEN,OMA,472
DEN,DAY,1085
DEN,IND,977
DEN,SHV,792
DEN,RAP,300
DEN,TUS,639
DEN,GJT,212
DEN,GFK,671
DEN,LBB,456
DEN,AUS,775
DEN,ROW,452
DEN,SEA,1024
DEN,TWF,542
DEN,SAT,794
DEN,RNO,804
DEN,PSC,852
DEN,BOI,649
DEN,ABQ,349
DEN,FAR,627
DEN,GEG,836
DEN,DDC,292
DEN,JAC,406
DEN,SBA,916
DEN,MBS,1092
DEN,GTF,624
DEN,BHM,1083
DEN,CPR,230
DEN,SDF,1024
DEN,FCA,752
DEN,IAH,862
DEN,RDM,898
DEN,FAT,844
DEN,MOT,604
DEN,IDA,458
DEN,BZN,524
DEN,SNA,846
DEN,SAN,853
DEN,MKE,896
DEN,CLE,1201
DEN,AIA,180
DEN,BFF,150
DEN,CID,692
DEN,SLN,383
DEN,PSP,776
DEN,BFI,1026
DEN,PAE,1036
DEN,FLL,1703
DEN,MCO,1546
DEN,EGE,120
DEN,EWR,1605
DEN,BWI,1491
DEN,SJC,948
DEN,DCA,1476
DEN,TPA,1506
DEN,YIP,1114
DEN,MSO,679
DEN,BOS,1754
DEN,BUR,850
DEN,LGA,1620
DEN,JAX,1447
DEN,CAK,1224
DEN,FOE,486
DEN,HRL,1023
DEN,LBL,280
DEN,MDT,1474
DEN,ALB,1610
DEN,SAV,1414
DEN,FNT,1105
DEN,MAF,563
DEN,RSW,1607
DEN,GSP,1278
DEN,BUF,1359
DEN,ONT,819
DEN,RFD,828
DEN,BED,1739
DEN,ELP,563
DEN,BTR,998
DEN,AZA,595
DEN,EUG,996
DEN,RIC,1482
DEN,GSO,1370
DEN,SPS,530
DEN,ABI,584
DEN,ABE,1539
DEN,ANC,2405
DEN,MFR,964
DEN,MIA,1709
DEN,BDL,1671
DEN,LGB,854
DEN,CHA,1118
DEN,HSV,1048
DEN,SRQ,1531
DEN,PBI,1679
DEN,PWM,1782
DEN,ORF,1553
DEN,PIA,793
DEN,SBN,969
DEN,LIT,771
DEN,OTH,1040
DEN,PUB,109
DEN,SHR,359
DEN,PIR,385
DEN,TTN,1576
DEN,AFW,626
DEN,OGG,3302
DEN,SUN,557
DEN,LRD,900
DEN,BMI,834
DEN,PHF,1533
DEN,HNL,3365
DEN,KOA,3329
DEN,LIH,3414
DEN,ALS,179
DEN,TVC,1032
DEN,HLN,594
DEN,RKS,260
DEN,LAR,113
DEN,JMS,573
DEN,BFL,845
DEN,COU,670
DEN,JAN,967
DEN,GRB,905
DEN,ADS,645
DEN,PIH,462
DEN,CRP,929
DEN,BRO,1049
DEN,MKC,541
DEN,DLH,791
DEN,RST,686
DEN,FAI,2430
DEN,ISP,1659
DEN,CLL,793
DEN,MRY,959
DEN,PVD,1737
DEN,SUX,466
DEN,BLI,1075
DEN,ILG,1541
DEN,HPN,1625
DEN,GCK,251
DEN,DAB,1528
DEN,GNV,1448
DEN,FLG,503
DEN,MHT,1729
DEN,CHS,1449
DEN,CAE,1362
DEN,CMI,869
DEN,MHK,430
DEN,BGR,1852
DEN,GRI,344
DEN,ACT,705
DEN,AEX,900
DEN,ROC,1413
DEN,YKM,923
DEN,MOB,1121
DEN,SBP,931
DEN,MGM,1145
DEN,TOL,1099
DEN,SHD,1386
DEN,TLH,1318
DEN,GRK,718
DEN,SYR,1492
DEN,SWF,1601
DEN,GCN,489
DEN,LWT,552
DEN,MLS,458
DEN,EEN,1687
DEN,LAN,1062
DEN,ADW,1485
DEN,BPT,911
DEN,SFB,1536
DEN,AGS,1335
DEN,PUW,785
DEN,ATW,883
DEN,CHO,1411
DEN,FWA,1028
DEN,YUM,744
DEN,MCN,1269
DEN,LSE,744
DEN,BKL,1209
HRL,MEM,760
HRL,CLL,310
HRL,AUS,273
HRL,BRO,26
HRL,SHV,487
HRL,CRP,107
HRL,DFW,461
HRL,IAH,295
HRL,IFP,1177
HRL,DAL,458
HRL,SAT,233
HRL,AEX,468
HRL,MDT,1539
HRL,MSP,1310
HRL,MFE,36
HRL,HOU,277
HRL,RIC,1421
HRL,CVG,1161
HRL,AFW,466
HRL,LRD,144
HRL,ABQ,807
HRL,ELP,653
HRL,YIP,1364
HRL,DET,1390
HRL,CSG,880
HRL,BUF,1571
HRL,COS,959
HRL,ORD,1219
HRL,SAN,1257
HRL,GYY,1211
HRL,HRL,0
HRL,ATL,942
HRL,AZA,971
HRL,BFI,1988
HRL,BFL,1417
HRL,DEN,1023
HRL,EWR,1675
HRL,ONT,1307
HRL,RFD,1203
HRL,TOL,1321
HRL,BPT,339
HRL,LIT,669
HRL,MIA,1080
HRL,BNA,941
HRL,CMH,1275
HRL,CHA,957
HRL,MAF,480
HRL,SDF,1077
HRL,PHX,993
HRL,FWA,1242
HRL,ABI,444
HRL,RSW,985
HRL,HSV,869
HRL,MSY,521
HRL,DAY,1220
HRL,MGM,798
HRL,LAN,1359
HRL,MCI,917
SLC,ORD,1250
SLC,BWI,1865
SLC,DEN,391
SLC,JFK,1990
SLC,LAX,590
SLC,MEM,1262
SLC,MSP,991
SLC,PHX,507
SLC,SFO,599
SLC,EWR,1969
SLC,MDW,1259
SLC,MSY,1428
SLC,OAK,588
SLC,PDX,630
SLC,SAT,1087
SLC,SEA,689
SLC,IAH,1195
SLC,MCI,920
SLC,BIL,387
SLC,BOS,2105
SLC,HOU,1214
SLC,OKC,866
SLC,SAN,626
SLC,SMF,532
SLC,BOI,290
SLC,LAS,368
SLC,OMA,840
SLC,ANC,2125
SLC,BZN,347
SLC,DFW,989
SLC,DTW,1481
SLC,SJC,584
SLC,ATL,1590
SLC,MCO,1931
SLC,BUR,574
SLC,HPN,1987
SLC,SNA,588
SLC,SBA,615
SLC,FLG,390
SLC,IAD,1828
SLC,LNK,797
SLC,FAT,501
SLC,CDC,221
SLC,EKO,200
SLC,PSP,541
SLC,TWF,175
SLC,AMA,679
SLC,RNO,422
SLC,ABQ,493
SLC,RKS,162
SLC,IDA,188
SLC,PIH,150
SLC,MSN,1174
SLC,LIT,1156
SLC,SGF,1028
SLC,GEG,546
SLC,MFR,575
SLC,TUS,601
SLC,ONT,558
SLC,LGB,588
SLC,TUL,926
SLC,CKB,1678
SLC,LBB,744
SLC,ROW,660
SLC,CPR,320
SLC,CVG,1450
SLC,FAR,866
SLC,PSC,521
SLC,EUG,618
SLC,BTM,358
SLC,MKE,1247
SLC,BFF,442
SLC,COS,411
SLC,GTF,463
SLC,GRB,1237
SLC,STL,1156
SLC,AUS,1086
SLC,FCA,531
SLC,LWS,461
SLC,MOB,1498
SLC,RDM,525
SLC,GJT,216
SLC,MSO,436
SLC,DSM,955
SLC,HLN,402
SLC,CRP,1218
SLC,RAP,508
SLC,MAF,817
SLC,ATW,1217
SLC,BFL,534
SLC,SUN,222
SLC,CLE,1565
SLC,IND,1355
SLC,BFI,692
SLC,LFT,1338
SLC,RFD,1188
SLC,AZA,516
SLC,DCA,1851
SLC,PHL,1927
SLC,CLT,1727
SLC,ELP,693
SLC,CYS,376
SLC,GFK,882
SLC,ABI,893
SLC,JAC,205
SLC,EGE,279
SLC,BDL,2027
SLC,FSD,804
SLC,PIT,1660
SLC,SYR,1841
SLC,TPA,1888
SLC,SPS,876
SLC,FTW,977
SLC,RSW,1985
SLC,GRK,1036
SLC,BLI,757
SLC,BUF,1710
SLC,ORF,1935
SLC,HSV,1439
SLC,TYS,1552
SLC,CAE,1753
SLC,OGG,2935
SLC,HNL,2994
SLC,DAL,999
SLC,SDF,1409
SLC,MIA,2088
SLC,SLC,0
SLC,BNA,1404
SLC,CID,1054
SLC,ICT,809
SLC,LRD,1158
SLC,CHS,1840
SLC,SAV,1804
SLC,LAR,331
SLC,BED,2090
SLC,BRO,1323
SLC,AFW,972
SLC,RDU,1823
SLC,CMH,1528
SLC,FLL,2083
SLC,PUW,484
SLC,CHO,1791
SLC,GSO,1758
SLC,PBI,2061
SLC,GRR,1367
SLC,CHA,1509
SLC,FWA,1397
SLC,FOE,875
SLC,PIA,1167
SLC,SPI,1176
SLC,YIP,1472
SLC,PUB,435
SLC,BTR,1363
SLC,TVL,446
SLC,HRL,1297
SLC,SHV,1158
SLC,TLH,1703
SLC,ALB,1960
SLC,RST,1018
SLC,RIC,1863
SLC,BIS,696
SLC,MGM,1532
SLC,CWF,1284
SLC,CSG,1599
SLC,ROA,1728
SLC,BHM,1472
SLC,ISP,2021
SLC,MMU,1955
SLC,MOT,737
SLC,GRI,715
SLC,MKC,928
SLC,AGS,1725
SLC,IFP,413
SLC,SBN,1333
SLC,BTV,1976
SLC,MRY,607
SLC,MHK,819
SLC,PBG,1959
SLC,PVD,2093
SLC,JAX,1835
SLC,LGA,1982
SLC,DHN,1614
SLC,FAI,2184
PRC,BUR,341
PRC,SNA,319
PRC,PHX,87
PRC,LAX,346
PRC,DEN,557
PRC,IGM,96
PRC,ONT,299
PRC,LAS,183
PRC,GCN,91
FAY,ATL,331
FAY,CLT,118
FAY,LNK,1055
FAY,ACY,389
FAY,RWI,82
FAY,RIC,194
FAY,EWN,104
FAY,CAE,147
FAY,ILM,75
FAY,CHA,359
FAY,CSG,388
FAY,IAD,284
FAY,AGS,209
FAY,RDU,61
FAY,DCA,285
FAY,DTW,554
FAY,SWF,519
FAY,DAY,448
FAY,DFW,1052
FAY,GSO,97
FAY,CHS,159
FAY,MYR,90
FAY,VLD,387
FAY,FLO,73
FAY,GSP,190
FAY,IND,522
FAY,MSL,496
FAY,BHM,461
FAY,AFW,1066
FAY,MHT,678
FAY,SGF,826
FAY,HPN,505
FAY,AEX,831
FAY,JAN,671
FAY,MGM,471
FAY,MEM,629
FAY,LIT,758
FAY,SHV,878
FAY,TUL,960
FAY,HSV,449
FAY,MCN,317
FAY,PHF,199
FAY,ADS,1039
FAY,LGA,484
FAY,ACT,1085
FAY,TYR,968
FAY,MCI,922
FAY,BUF,548
FAY,LBE,366
PIB,MEI,69
PIB,CRP,553
PIB,ARA,181
PIB,LFT,180
PIB,DAL,451
PIB,LNK,768
PIB,SAT,561
PIB,CLT,549
PIB,HTS,611
PIB,ELP,1004
PIB,MAF,758
PIB,DFW,462
PIB,HOU,376
PIB,INT,615
PIB,ATL,323
PIB,FLL,669
PIB,MSY,115
PIB,TUL,498
PIB,IAH,372
PIB,DEN,1037
PIB,PBI,649
PIB,AUS,503
PIB,IAD,846
PIB,MEM,249
PIB,GLH,169
PIB,BNA,356
PIB,BOI,1685
PIB,PIT,804
PIB,SDF,505
PIB,SUX,848
PIB,MSP,949
PIB,TUP,195
PIB,ELM,1008
PIB,CKB,745
PIB,CLE,802
PIB,CHO,770
PIB,BWI,890
PIB,SFB,519
PIB,DSM,734
PIB,CAE,508
PIB,MCO,524
PIB,FOE,628
BFD,PIT,123
BFD,SRQ,1018
BFD,RIC,305
BFD,DUJ,45
BFD,DAY,320
BFD,PHL,222
BFD,HPN,261
BFD,PBG,327
BFD,BAF,306
BFD,CLE,169
BFD,PKB,225
BFD,IND,426
BFD,MEM,771
BFD,SCE,78
BFD,CEF,315
BFD,FLL,1088
BFD,ACY,268
BFD,TLH,848
BFD,BED,380
BFD,STL,654
BFD,MSP,764
BFD,LUK,357
BFD,PVD,373
BFD,SBN,397
BFD,CKB,192
DTW,EWR,488
DTW,LEX,296
DTW,SEA,1927
DTW,ALB,489
DTW,ATL,594
DTW,BDL,549
DTW,BNA,456
DTW,BOS,632
DTW,BUF,241
DTW,BWI,409
DTW,CLE,95
DTW,CLT,500
DTW,DFW,986
DTW,FLL,1127
DTW,GRB,287
DTW,GRR,120
DTW,IAD,383
DTW,IND,231
DTW,JFK,509
DTW,LAX,1979
DTW,LGA,502
DTW,MCI,629
DTW,MCO,957
DTW,MEM,610
DTW,MKE,237
DTW,MSN,311
DTW,MSP,528
DTW,MSY,926
DTW,OMA,651
DTW,ORD,235
DTW,PBI,1086
DTW,PHL,453
DTW,PIT,201
DTW,RDU,501
DTW,RSW,1084
DTW,SAN,1956
DTW,SFO,2079
DTW,STL,440
DTW,SYR,374
DTW,ATW,296
DTW,CAK,133
DTW,DAY,166
DTW,DCA,405
DTW,MDW,228
DTW,MHT,610
DTW,ORF,529
DTW,PVD,615
DTW,PWM,668
DTW,DTW,0
DTW,RIC,456
DTW,CVG,229
DTW,DEN,1123
DTW,DSM,534
DTW,GSO,460
DTW,IAH,1075
DTW,LAS,1749
DTW,MDT,371
DTW,PDX,1953
DTW,SAV,705
DTW,SDF,306
DTW,SRQ,1022
DTW,TPA,983
DTW,TUL,789
DTW,BGR,750
DTW,EVV,363
DTW,LAN,74
DTW,OKC,900
DTW,ROC,296
DTW,TVC,207
DTW,AUS,1149
DTW,JAX,813
DTW,WRI,481
DTW,MYR,636
DTW,SAT,1214
DTW,MIA,1145
DTW,SBN,157
DTW,PHX,1671
DTW,BUR,1968
DTW,HPN,505
DTW,YIP,9
DTW,LUK,222
DTW,PIA,346
DTW,CMH,155
DTW,TYS,443
DTW,CLL,1078
DTW,BTV,537
DTW,CHS,667
DTW,MBS,98
DTW,AZO,113
DTW,BGM,378
DTW,AVP,399
DTW,FWA,128
DTW,ELM,332
DTW,PLN,243
DTW,APN,198
DTW,BHM,625
DTW,CID,430
DTW,CIU,284
DTW,GSP,508
DTW,ERI,164
DTW,FNT,56
DTW,MLI,373
DTW,CKB,260
DTW,HSV,554
DTW,ICT,810
DTW,ABE,425
DTW,JAN,776
DTW,MCN,657
DTW,SLC,1481
DTW,SWF,479
DTW,SCE,301
DTW,LIT,705
DTW,LNK,701
DTW,MGM,704
DTW,SHV,885
DTW,CAE,583
DTW,SPI,369
DTW,BMI,313
DTW,CHA,505
DTW,ROA,382
DTW,BQK,762
DTW,SGF,634
DTW,HOU,1092
DTW,MIE,173
DTW,LRD,1359
DTW,RST,477
DTW,ITH,353
DTW,TRI,399
DTW,TTN,464
DTW,ACY,497
DTW,IFP,1745
DTW,LBE,245
DTW,FOE,685
DTW,MKC,627
DTW,DAL,981
DTW,GPT,874
DTW,ABQ,1347
DTW,SMF,2013
DTW,BED,618
DTW,OAK,2068
DTW,IAG,233
DTW,AEX,906
DTW,AGS,615
DTW,SPS,999
DTW,SJU,1930
DTW,TWF,1585
DTW,GJT,1335
DTW,BKL,99
DTW,TOL,49
DTW,MOB,839
DTW,EUG,1999
DTW,BIS,913
DTW,COS,1145
DTW,BTR,914
DTW,CYS,1110
DTW,BIL,1274
DTW,TLH,817
DTW,CHO,382
DTW,ANC,2986
DTW,RFD,295
DTW,EDF,2979
DTW,OWB,369
DTW,DET,22
DTW,FAR,738
DTW,LCH,998
DTW,BMG,272
DTW,GFK,782
DTW,COU,522
DTW,CRW,281
DTW,AVL,469
DTW,DLH,541
DTW,FSD,685
DTW,LSE,416
DTW,TUS,1664
DTW,CSG,674
DTW,ROW,1307
DTW,BOI,1660
DTW,PUB,1147
DTW,GYY,213
DTW,ABI,1122
DTW,CMI,297
DTW,AFW,994
DTW,LAF,224
DTW,MLB,985
DTW,GGG,921
DTW,SJC,2062
DTW,DAB,908
DTW,ELP,1455
DTW,ONT,1934
DTW,ILG,441
DTW,GNV,865
DTW,LFT,957
DTW,PBG,525
DTW,ADW,414
DTW,PHF,506
DTW,ACT,1058
DTW,GLH,732
DTW,SNA,1960
DTW,YNG,153
DTW,GTF,1415
DTW,ALO,463
DTW,MKL,546
DTW,PNS,837
DTW,TCL,662
DTW,MFE,1391
DTW,STT,1968
DTW,ILM,623
DTW,SBA,2037
DTW,EGE,1243
DTW,BWG,397
DTW,GRK,1110
DTW,HTS,269
DTW,SUX,668
DTW,LBB,1165
DTW,INT,452
DTW,FAT,1964
DTW,PIE,987
DTW,BFF,1039
DTW,CPR,1177
DTW,ISP,540
DTW,GRI,779
DTW,RNO,1903
DTW,BZN,1401
DTW,MSL,564
DTW,BRO,1380
DTW,FAI,2906
DTW,HNL,4475
DTW,HIB,587
DTW,SLN,789
DTW,RAP,1002
DTW,RKS,1322
DTW,MLU,822
DTW,SFB,934
DTW,VPS,828
DTW,MKG,161
HOM,ILI,121
HOM,ADQ,136
HOM,HOM,0
HOM,SWD,79
HOM,AKN,196
HOM,SXQ,59
HOM,ENA,65
HOM,ANC,117
HOM,MRI,122
HOM,IGG,157
HOM,AKK,212
HOM,DUT,695
HOM,VDZ,207
HOM,BUR,2308
HOM,GST,568
HOM,PSG,702
HOM,PAQ,157
HOM,DLG,252
HOM,MCG,267
HOM,FAI,376
MFE,DFW,469
MFE,MCO,1052
MFE,SDF,1102
MFE,TUL,704
MFE,ADS,475
MFE,MEM,784
MFE,AEX,495
MFE,IAH,316
MFE,BRO,54
MFE,CRP,119
MFE,HRL,36
MFE,AUS,279
MFE,OMA,1051
MFE,LUK,1198
MFE,CVG,1186
MFE,FNT,1418
MFE,SBN,1268
MFE,LIT,690
MFE,GYY,1230
MFE,FWA,1264
MFE,LAS,1210
MFE,AZA,943
MFE,IFP,1150
MFE,ELP,627
MFE,AZO,1321
MFE,YIP,1387
MFE,GGG,478
MFE,LEX,1141
MFE,ABI,438
MFE,LRD,121
MFE,SFB,1059
MFE,LAX,1318
MFE,OAK,1611
MFE,DAL,467
MFE,SAT,232
MFE,LCH,409
MFE,CLL,325
MFE,BPT,366
MFE,DTW,1391
MFE,LAN,1381
MFE,SAN,1226
MFE,YUM,1082
MFE,MFE,0
MFE,OKC,636
MFE,AFW,472
MFE,GSP,1126
MFE,SHV,507
MFE,RFD,1220
MFE,BWG,1017
MFE,MCI,927
MFE,TOL,1344
MFE,BHM,856
MFE,CLE,1406
MFE,CMH,1300
MFE,TCL,802
MFE,MGM,830
MFE,SLC,1279
MFE,ATL,974
MFE,DAY,1244
MFE,PHX,965
MFE,VCT,201
MFE,CHA,986
MFE,RIC,1452
MFE,IND,1161
MFE,ORD,1238
MFE,TUP,794
MFE,TVC,1461
MFE,HKY,1195
MFE,ANB,901
MFE,JAN,649
MFE,IAG,1595
VCT,VCT,0
VCT,DFW,279
VCT,AUS,103
VCT,IAH,123
VCT,CRP,83
VCT,CLL,124
VCT,LCH,239
VCT,ACT,191
VCT,MFE,201
MMU,SNA,2420
MMU,BED,199
MMU,ACK,230
MMU,HPN,41
MMU,MVY,203
MMU,SBY,179
MMU,PBI,1026
MMU,AGC,292
MMU,LUK,544
MMU,CVG,558
MMU,SLC,1955
MMU,MDW,697
MMU,PVD,168
MMU,BGR,396
MMU,ABE,55
MMU,HGR,191
MMU,BAF,129
MMU,SYR,182
MMU,MCO,938
MMU,ILM,489
MMU,TUS,2104
MMU,RUT,203
MMU,SCE,180
MMU,CMH,450
MMU,BGM,126
MMU,IAG,283
MMU,APF,1094
MMU,TLH,908
MMU,SBN,622
MMU,PDK,723
FTW,LBB,265
FTW,TCL,567
FTW,ELP,532
FTW,LRD,384
FTW,FOE,433
FTW,AUS,182
FTW,DFW,20
FTW,BFI,1653
FTW,MIA,1136
FTW,MAF,289
FTW,DSM,634
FTW,ADS,32
FTW,PLN,1106
FTW,LAS,1039
FTW,ATL,751
FTW,MHK,438
FTW,SBA,1298
FTW,CHO,1125
FTW,KOA,3705
FTW,SAN,1153
FTW,SDF,751
FTW,YIP,997
FTW,TUS,794
FTW,BUR,1214
FTW,BGR,1735
FTW,LAR,744
FTW,TUL,248
FTW,BNA,650
FTW,DHN,706
FTW,MEM,451
FTW,MOB,557
FTW,LGB,1203
SUX,ORD,436
SUX,FSD,83
SUX,MLI,310
SUX,LNK,109
SUX,SFO,1412
SUX,SDF,633
SUX,SLC,814
SUX,MKE,434
SUX,DEN,466
